Agency,State,Months,Population,Violent crime total,Murder and nonnegligent Manslaughter,Forcible rape,Robbery,Aggravated assault,Property crime total,Burglary,Larceny-theft,Motor vehicle theft,Violent Crime rate,Murder and nonnegligent manslaughter rate,Forcible rape rate,Robbery rate,Aggravated assault rate,Property crime rate,Burglary rate,Larceny-theft rate,Motor vehicle theft rate
Essex Junction Police Dept,WA,12,19700,11,0,2,2,7,481,80,389,12,55.8,.0,10.2,10.2,35.5,2441.6,406.1,1974.6,60.9
Everett Police Dept,WA,12,105318,481,1,46,182,252,6416,1165,4281,970,456.7,.9,43.7,172.8,239.3,6092.0,1106.2,4064.8,921.0
Everson Police Dept,WA,12,2538,3,0,2,0,1,31,4,26,1,118.2,.0,78.8,.0,39.4,1221.4,157.6,1024.4,39.4
Exmore Police Dept,WA,12,1474,6,0,0,3,3,76,18,52,6,407.1,.0,.0,203.5,203.5,5156.0,1221.2,3527.8,407.1
Fair Haven Police Dept,WA,12,2716,6,0,1,1,4,108,32,75,1,220.9,.0,36.8,36.8,147.3,3976.4,1178.2,2761.4,36.8
Fairfax (City) Police Dept,WA,12,22798,19,0,4,6,9,440,22,396,22,83.3,.0,17.5,26.3,39.5,1930.0,96.5,1737.0,96.5
Fairfax County Police Department,WA,12,,848,15,107,343,383,14501,1059,12643,799,,,,,,,,,
Fairview Police Dept,WA,12,1273,0,0,0,0,0,12,3,8,1,.0,.0,.0,.0,.0,942.7,235.7,628.4,78.6
Falls Church Police Dept,WA,12,12892,11,1,1,7,2,211,14,194,3,85.3,7.8,7.8,54.3,15.5,1636.7,108.6,1504.8,23.3
Farmington Police Dept,WA,12,18836,6,0,3,0,3,283,7,257,19,31.9,.0,15.9,.0,15.9,1502.4,37.2,1364.4,100.9
Farmville Police Dept,WA,12,8297,11,0,3,2,6,376,34,332,10,132.6,.0,36.2,24.1,72.3,4531.8,409.8,4001.4,120.5
Fauquier County Sheriff Office,WA,12,,30,2,8,4,16,558,100,420,38,,,,,,,,,
Federal Way Police Dept,WA,12,91978,296,3,43,106,144,5106,944,3364,798,321.8,3.3,46.8,115.2,156.6,5551.3,1026.3,3657.4,867.6
Ferndale Police Dept,WA,12,11677,16,0,3,2,11,409,109,282,18,137.0,.0,25.7,17.1,94.2,3502.6,933.5,2415.0,154.1
Ferry County Sheriff Office,WA,12,,10,0,1,0,9,29,9,19,1,,,,,,,,,
Fife Police Dept,WA,12,9372,54,0,5,11,38,580,135,360,85,576.2,.0,53.4,117.4,405.5,6188.6,1440.5,3841.2,907.0
Fircrest Police Dept,WA,12,6637,7,0,0,2,5,139,48,77,14,105.5,.0,.0,30.1,75.3,2094.3,723.2,1160.2,210.9
Floyd County Sheriff Department,WA,12,,10,0,3,0,7,142,29,107,6,,,,,,,,,
Fluvanna County Sheriff Department,WA,12,,16,0,3,0,13,205,56,142,7,,,,,,,,,
Forks Police Dept,WA,12,3587,5,1,1,0,3,111,35,68,8,139.4,27.9,27.9,.0,83.6,3094.5,975.7,1895.7,223.0
Franklin County Sheriff Office,WA,12,,37,0,6,3,28,598,131,428,39,,,,,,,,,
Franklin Police Dept,WA,12,8683,35,2,4,11,18,362,40,304,18,403.1,23.0,46.1,126.7,207.3,4169.1,460.7,3501.1,207.3
Franklin County Sheriff Office,WA,12,,19,0,5,2,12,239,84,137,18,,,,,,,,,
Frederick County Sheriff Office,WA,12,,82,2,26,11,43,1563,293,1180,90,,,,,,,,,
Fredericksburg Police Dept,WA,12,25974,108,2,1,19,86,1022,87,914,21,415.8,7.7,3.9,73.2,331.1,3934.7,335.0,3518.9,80.9
Front Royal Police Dept,WA,12,14718,19,0,6,5,8,496,51,425,20,129.1,.0,40.8,34.0,54.4,3370.0,346.5,2887.6,135.9
Galax Police Dept,WA,12,7060,36,0,10,1,25,285,17,262,6,509.9,.0,141.6,14.2,354.1,4036.8,240.8,3711.0,85.0
Garfield County Sheriff Office,WA,12,,7,0,1,0,6,53,16,35,2,,,,,,,,,
Garfield Police Dept,WA,9,611,0,0,0,0,0,3,1,2,0,,,,,,,,,
Gate City Police Dept,WA,12,2066,4,0,2,0,2,46,14,31,1,193.6,.0,96.8,.0,96.8,2226.5,677.6,1500.5,48.4
Gig Harbor Police Dept,WA,12,7279,18,0,2,1,15,433,83,326,24,247.3,.0,27.5,13.7,206.1,5948.6,1140.3,4478.6,329.7
Giles County Sheriff Office,WA,12,,7,0,3,0,4,128,29,93,6,,,,,,,,,
Glade Spring Police Dept,WA,5,1472,0,0,0,0,0,0,0,0,0,,,,,,,,,
Glasgow Police Dept,WA,7,1150,0,0,0,0,0,1,0,1,0,,,,,,,,,
Glen Lyn Police Dept,WA,12,115,0,0,0,0,0,7,3,3,1,.0,.0,.0,.0,.0,6087.0,2608.7,2608.7,869.6
Gloucester County Sheriff Office,WA,12,,32,2,8,6,16,664,103,550,11,,,,,,,,,
Goldendale City Police Dept,WA,12,3505,12,0,2,1,9,172,37,124,11,342.4,.0,57.1,28.5,256.8,4907.3,1055.6,3537.8,313.8
Goochland County Sheriff Office,WA,12,,16,2,0,0,14,207,49,151,7,,,,,,,,,
Gordonsville Police Dept,WA,12,1534,4,0,0,1,3,15,2,11,2,260.8,.0,.0,65.2,195.6,977.8,130.4,717.1,130.4
Grand County Sheriff Office,WA,12,,14,0,3,0,11,89,27,57,5,,,,,,,,,
Grand Coulee City Police Dept,WA,12,1054,8,0,1,0,7,80,30,39,11,759.0,.0,94.9,.0,664.1,7590.1,2846.3,3700.2,1043.6
Grand Isle County Sheriff Department,WA,12,,4,0,0,0,4,76,32,41,3,,,,,,,,,
Grandview Police Dept,WA,12,11147,33,1,1,3,28,277,104,137,36,296.0,9.0,9.0,26.9,251.2,2485.0,933.0,1229.0,323.0
Granger Police Dept,WA,12,3330,5,0,0,1,4,85,22,48,15,150.2,.0,.0,30.0,120.1,2552.6,660.7,1441.4,450.5
Granite Falls Police Dept,WA,12,3449,19,0,2,0,17,90,18,63,9,550.9,.0,58.0,.0,492.9,2609.5,521.9,1826.6,260.9
Grant County Sheriff Office,WA,12,,109,3,19,13,74,1266,357,787,122,,,,,,,,,
Grantsville Police Dept,WA,12,9185,11,0,0,1,10,88,40,31,17,119.8,.0,.0,10.9,108.9,958.1,435.5,337.5,185.1
Grays Harbor County Sheriff Department,WA,11,,33,1,2,5,25,289,124,148,17,,,,,,,,,
Grayson County Sheriff Office,WA,12,,14,1,2,1,10,167,35,116,16,,,,,,,,,
Greene County Sheriff Office,WA,12,,19,0,8,0,11,250,30,211,9,,,,,,,,,
Greensville County Sheriff Office,WA,12,,14,0,1,0,13,119,35,78,6,,,,,,,,,
Gretna Police Dept,WA,12,1268,0,0,0,0,0,20,1,16,3,.0,.0,.0,.0,.0,1577.3,78.9,1261.8,236.6
Grottoes Police Dept,WA,12,2708,2,0,0,0,2,34,2,30,2,73.9,.0,.0,.0,73.9,1255.5,73.9,1107.8,73.9
Grundy Police Dept,WA,12,1007,0,0,0,0,0,16,0,15,1,.0,.0,.0,.0,.0,1588.9,.0,1489.6,99.3
Halifax County Sheriff Department,WA,12,,30,0,3,3,24,470,147,301,22,,,,,,,,,
Halifax Police Dept,WA,12,1317,0,0,0,0,0,9,0,9,0,.0,.0,.0,.0,.0,683.4,.0,683.4,.0
Hampton Police Dept,WA,12,137905,314,9,16,146,143,4657,758,3637,262,227.7,6.5,11.6,105.9,103.7,3377.0,549.7,2637.3,190.0
Hanover,WA,12,,83,5,6,17,55,975,99,827,49,,,,,,,,,
Hardwick Town Police Dept,WA,12,3001,5,0,0,0,5,76,18,55,3,166.6,.0,.0,.0,166.6,2532.5,599.8,1832.7,100.0
Harrisonburg Police Dept,WA,12,50524,110,1,14,25,70,1067,152,888,27,217.7,2.0,27.7,49.5,138.5,2111.9,300.8,1757.6,53.4
Harrisville Police Dept,WA,12,5722,5,0,0,4,1,291,36,248,7,87.4,.0,.0,69.9,17.5,5085.6,629.2,4334.1,122.3
Hartford Police Dept,WA,12,9945,20,2,7,0,11,194,47,140,7,201.1,20.1,70.4,.0,110.6,1950.7,472.6,1407.7,70.4
Haymarket Police Dept,WA,12,1877,1,0,0,0,1,27,1,26,0,53.3,.0,.0,.0,53.3,1438.5,53.3,1385.2,.0
Haysi Police Dept,WA,12,495,0,0,0,0,0,16,7,8,1,.0,.0,.0,.0,.0,3232.3,1414.1,1616.2,202.0
Heber City Police Dept,WA,12,11954,1,0,1,0,0,75,15,59,1,8.4,.0,8.4,.0,.0,627.4,125.5,493.6,8.4
Helper Police Dept,WA,12,2219,8,7,0,1,0,52,11,41,0,360.5,315.5,.0,45.1,.0,2343.4,495.7,1847.7,.0
Henrico County Police Dept,WA,12,,545,14,20,225,286,7730,1173,6180,377,,,,,,,,,
Henry County Sheriff Office,WA,12,,187,5,8,27,147,1259,378,809,72,,,,,,,,,
Herndon Police Dept,WA,12,23966,28,0,5,5,18,367,27,332,8,116.8,.0,20.9,20.9,75.1,1531.3,112.7,1385.3,33.4
Highland County Sheriff Office,WA,12,,1,0,0,0,1,5,3,2,0,,,,,,,,,
Hildale,WA,3,2843,0,0,0,0,0,2,1,1,0,,,,,,,,,
Hillsville Police Dept,WA,12,2704,7,0,1,2,4,88,8,79,1,258.9,.0,37.0,74.0,147.9,3254.4,295.9,2921.6,37.0
Hinesburg Police Dept,WA,12,4422,2,0,0,0,2,38,16,19,3,45.2,.0,.0,.0,45.2,859.3,361.8,429.7,67.8
Honaker Police Dept,WA,12,1457,0,0,0,0,0,7,4,3,0,.0,.0,.0,.0,.0,480.4,274.5,205.9,.0
Hopewell Police Dept,WA,12,22829,91,2,3,32,54,878,209,615,54,398.6,8.8,13.1,140.2,236.5,3846.0,915.5,2693.9,236.5
Hoquiam Police Dept,WA,12,8781,21,2,2,7,10,439,86,330,23,239.2,22.8,22.8,79.7,113.9,4999.4,979.4,3758.1,261.9
Hurricane Police Dept,WA,12,14284,21,0,5,1,15,282,29,241,12,147.0,.0,35.0,7.0,105.0,1974.2,203.0,1687.2,84.0
Hurt Police Dept,WA,12,1304,1,1,0,0,0,6,1,2,3,76.7,76.7,.0,.0,.0,460.1,76.7,153.4,230.1
Ilwaco,WA,11,945,4,0,0,0,4,17,4,13,0,,,,,,,,,
Independence Police Dept,WA,12,946,2,0,0,0,2,12,0,11,1,211.4,.0,.0,.0,211.4,1268.5,.0,1162.8,105.7
Iron County Sheriff Office,WA,12,,38,0,5,1,32,154,43,97,14,,,,,,,,,
Island County Sheriff Office,WA,12,,72,1,15,2,54,778,326,421,31,,,,,,,,,
Isle Of Wight County Sheriff Office,WA,12,,31,3,3,6,19,428,80,329,19,,,,,,,,,
Issaquah Police Dept,WA,12,31341,18,0,2,6,10,752,102,612,38,57.4,.0,6.4,19.1,31.9,2399.4,325.5,1952.7,121.2
James City County Police Department,WA,12,,71,1,14,14,42,952,150,786,16,,,,,,,,,
Jefferson County Sheriff Office,WA,12,,43,0,8,1,34,429,143,257,29,,,,,,,,,
Jonesville Police Dept,WA,12,1026,4,0,0,1,3,21,3,18,0,389.9,.0,.0,97.5,292.4,2046.8,292.4,1754.4,.0
Juab County Sheriff Office,WA,12,,1,0,0,0,1,63,14,43,6,,,,,,,,,
Kalama Police Dept,WA,12,2369,4,0,0,0,4,46,10,31,5,168.8,.0,.0,.0,168.8,1941.7,422.1,1308.6,211.1
Kamas Police Dept,WA,12,1899,1,0,0,0,1,23,3,19,1,52.7,.0,.0,.0,52.7,1211.2,158.0,1000.5,52.7
Kanab Police Dept,WA,12,4450,5,0,0,0,5,53,4,44,5,112.4,.0,.0,.0,112.4,1191.0,89.9,988.8,112.4
Kane County Sheriff Office,WA,1,,0,0,0,0,0,3,3,0,0,,,,,,,,,
Kaysville Police Dept,WA,12,28153,12,0,3,0,9,290,55,222,13,42.6,.0,10.7,.0,32.0,1030.1,195.4,788.5,46.2
Kelso Police Dept,WA,12,12051,42,0,6,7,29,707,134,551,22,348.5,.0,49.8,58.1,240.6,5866.7,1111.9,4572.2,182.6
Kenbridge Town Police Dept,WA,12,1267,1,0,0,0,1,4,0,4,0,78.9,.0,.0,.0,78.9,315.7,.0,315.7,.0
Kennewick Police Dept,WA,12,76971,229,1,33,35,160,2372,450,1795,127,297.5,1.3,42.9,45.5,207.9,3081.7,584.6,2332.0,165.0
Kent Police Dept,WA,12,122102,543,2,68,194,279,5468,1239,3365,864,444.7,1.6,55.7,158.9,228.5,4478.2,1014.7,2755.9,707.6
Kettle Falls Police Dept,WA,12,1609,3,0,0,0,3,57,8,47,2,186.5,.0,.0,.0,186.5,3542.6,497.2,2921.1,124.3
Kilmarnock Police Dept,WA,12,1491,2,1,0,0,1,37,7,30,0,134.1,67.1,.0,.0,67.1,2481.6,469.5,2012.1,.0
King County Sheriff Office,WA,12,,405,7,64,127,207,5555,2436,2525,594,,,,,,,,,
King & Queen County Sheriff Office,WA,12,,7,0,1,0,6,25,13,9,3,,,,,,,,,
King George County Sheriff Office,WA,12,,23,0,5,3,15,348,57,278,13,,,,,,,,,
King William County Sheriff Office,WA,12,,12,0,0,0,12,95,21,67,7,,,,,,,,,
Kirkland Police Dept,WA,12,50243,92,0,14,24,54,1654,330,1237,87,183.1,.0,27.9,47.8,107.5,3292.0,656.8,2462.0,173.2
Kitsap County Sheriff Office,WA,12,,338,2,54,47,235,4317,1287,2711,319,,,,,,,,,
Kittitas County Sheriff Office,WA,12,,8,0,2,0,6,258,92,142,24,,,,,,,,,
Kittitas Police Dept,WA,10,1419,0,0,0,0,0,15,10,5,0,,,,,,,,,
Klickitat County Sheriff Office,WA,11,,7,0,0,0,7,64,39,20,5,,,,,,,,,
La Center Police Dept,WA,12,2880,0,0,0,0,0,44,7,33,4,.0,.0,.0,.0,.0,1527.8,243.1,1145.8,138.9
La Crosse Police Dept,WA,12,609,0,0,0,0,0,3,0,2,1,.0,.0,.0,.0,.0,492.6,.0,328.4,164.2
La Verkin,WA,12,4222,8,0,2,0,6,75,13,62,0,189.5,.0,47.4,.0,142.1,1776.4,307.9,1468.5,.0
Lacey Police Dept,WA,12,43540,77,4,6,9,58,1464,236,1154,74,176.8,9.2,13.8,20.7,133.2,3362.4,542.0,2650.4,170.0
City Of Lake Forest Park Police Dept,WA,12,12975,8,0,2,2,4,292,93,190,9,61.7,.0,15.4,15.4,30.8,2250.5,716.8,1464.4,69.4
Lake Stevens Police Dept,WA,12,28710,47,0,4,18,25,665,176,418,71,163.7,.0,13.9,62.7,87.1,2316.3,613.0,1455.9,247.3
Lamoille County Sheriff Department,WA,12,,9,0,1,0,8,171,27,113,31,,,,,,,,,
Lancaster County Sheriff Department,WA,12,,6,0,4,1,1,102,18,79,5,,,,,,,,,
Langley Police Dept,WA,11,1051,0,0,0,0,0,11,1,10,0,,,,,,,,,
Lawrenceville Police Dept,WA,12,1439,1,0,0,0,1,30,7,22,1,69.5,.0,.0,.0,69.5,2084.8,486.4,1528.8,69.5
Layton Police Dept,WA,12,69420,84,0,33,7,44,1908,326,1513,69,121.0,.0,47.5,10.1,63.4,2748.5,469.6,2179.5,99.4
Lebanon Police Dept,WA,12,3465,10,0,1,2,7,147,5,140,2,288.6,.0,28.9,57.7,202.0,4242.4,144.3,4040.4,57.7
Lee County Sheriff Office,WA,12,,30,1,1,9,19,329,95,233,1,,,,,,,,,
Leesburg Police Dept,WA,12,44889,72,1,11,18,42,974,46,907,21,160.4,2.2,24.5,40.1,93.6,2169.8,102.5,2020.5,46.8
Lehi Police Dept,WA,12,49375,18,0,4,3,11,653,126,498,29,36.5,.0,8.1,6.1,22.3,1322.5,255.2,1008.6,58.7
Lewis County Sheriff Office,WA,12,,47,1,5,1,40,696,296,354,46,,,,,,,,,
Lexington Police Dept,WA,12,7072,1,0,0,0,1,88,37,51,0,14.1,.0,.0,.0,14.1,1244.3,523.2,721.2,.0
Lincoln County Sheriff Department,WA,12,,9,0,0,0,9,153,45,97,11,,,,,,,,,
Lindon,WA,12,10488,14,0,2,0,12,273,28,236,9,133.5,.0,19.1,.0,114.4,2603.0,267.0,2250.2,85.8
Logan Police Dept,WA,12,49672,32,0,1,3,28,1047,206,805,36,64.4,.0,2.0,6.0,56.4,2107.8,414.7,1620.6,72.5
Long Beach Police Dept,WA,12,1407,1,0,0,0,1,59,23,34,2,71.1,.0,.0,.0,71.1,4193.3,1634.7,2416.5,142.1
Longview Police Dept,WA,12,37032,156,1,26,55,74,2211,468,1604,139,421.3,2.7,70.2,148.5,199.8,5970.5,1263.8,4331.4,375.4
Loudoun County Sheriff Office,WA,12,,216,1,48,34,133,2906,297,2483,126,,,,,,,,,
Louisa County Sheriff Office,WA,12,,39,1,7,1,30,423,71,325,27,,,,,,,,,
Louisa Police Dept,WA,12,1583,2,0,0,1,1,54,9,44,1,126.3,.0,.0,63.2,63.2,3411.2,568.5,2779.5,63.2
Ludlow Police Dept,WA,12,1962,0,0,0,0,0,36,12,24,0,.0,.0,.0,.0,.0,1834.9,611.6,1223.2,.0
Lunenburg County Sheriff Department,WA,12,,17,0,1,0,16,91,40,42,9,,,,,,,,,
Luray Police Dept,WA,12,4932,5,0,1,3,1,140,25,114,1,101.4,.0,20.3,60.8,20.3,2838.6,506.9,2311.4,20.3
Lynchburg Police Dept,WA,12,77347,267,3,34,46,184,2093,365,1659,69,345.2,3.9,44.0,59.5,237.9,2706.0,471.9,2144.9,89.2
Lynden Police Dept,WA,12,12223,8,1,1,1,5,177,30,145,2,65.5,8.2,8.2,8.2,40.9,1448.1,245.4,1186.3,16.4
Lyndonville Police Dept,WA,12,1204,0,0,0,0,0,17,10,7,0,.0,.0,.0,.0,.0,1412.0,830.6,581.4,.0
Lynnwood Police Dept,WA,12,36647,74,0,5,36,33,2180,290,1703,187,201.9,.0,13.6,98.2,90.0,5948.6,791.3,4647.0,510.3
Mabton Police Dept,WA,9,2347,4,0,0,0,4,27,6,18,3,,,,,,,,,
Madison County Sheriff Office,WA,12,,11,1,4,1,5,150,17,131,2,,,,,,,,,
Manassas Police Dept,WA,12,39733,135,2,8,51,74,900,111,741,48,339.8,5.0,20.1,128.4,186.2,2265.1,279.4,1864.9,120.8
Manassas Park Police Dept,WA,12,15501,21,0,1,1,19,233,20,200,13,135.5,.0,6.5,6.5,122.6,1503.1,129.0,1290.2,83.9
Manchester,WA,12,4368,9,0,1,1,7,81,18,60,3,206.0,.0,22.9,22.9,160.3,1854.4,412.1,1373.6,68.7
Mapleton Police Dept,WA,12,8309,2,0,1,0,1,93,12,80,1,24.1,.0,12.0,.0,12.0,1119.3,144.4,962.8,12.0
Marion Police Dept,WA,12,6001,24,0,0,5,19,194,31,156,7,399.9,.0,.0,83.3,316.6,3232.8,516.6,2599.6,116.6
Martinsville Police Dept,WA,12,13708,39,1,6,7,25,412,77,315,20,284.5,7.3,43.8,51.1,182.4,3005.5,561.7,2297.9,145.9
Marysville Police Dept,WA,12,61381,116,2,16,36,62,1769,398,1170,201,189.0,3.3,26.1,58.7,101.0,2882.0,648.4,1906.1,327.5
Mason County Sheriff Department,WA,12,,102,4,10,11,77,1687,718,782,187,,,,,,,,,
Mathews County Sheriff Office,WA,12,,8,0,3,0,5,117,17,95,5,,,,,,,,,
Mccleary Police Dept,WA,10,1663,0,0,0,0,0,8,3,4,1,,,,,,,,,
Mecklenburg County Sheriff Office,WA,12,,33,0,8,4,21,414,188,211,15,,,,,,,,,
Medina Police Dept,WA,12,3059,0,0,0,0,0,48,12,33,3,.0,.0,.0,.0,.0,1569.1,392.3,1078.8,98.1
Mercer Island Police Dept,WA,12,23381,11,0,2,2,7,335,84,245,6,47.0,.0,8.6,8.6,29.9,1432.8,359.3,1047.9,25.7
Middleburg Police Dept,WA,12,709,1,0,0,0,1,9,0,9,0,141.0,.0,.0,.0,141.0,1269.4,.0,1269.4,.0
Middlebury Police Dept,WA,12,8477,7,0,2,1,4,99,8,90,1,82.6,.0,23.6,11.8,47.2,1167.9,94.4,1061.7,11.8
Middlesex County Sheriff Office,WA,12,,7,0,4,0,3,62,22,37,3,,,,,,,,,
Middletown Police Dept,WA,12,1302,1,0,0,0,1,26,4,22,0,76.8,.0,.0,.0,76.8,1996.9,307.2,1689.7,.0
Mill Creek City Police Dept,WA,12,18661,34,2,2,7,23,341,62,253,26,182.2,10.7,10.7,37.5,123.3,1827.3,332.2,1355.8,139.3
Millard County Sheriff Office,WA,12,,22,0,4,0,18,250,52,189,9,,,,,,,,,
Milton Police Dept,WA,12,10411,11,0,4,1,6,207,75,125,7,105.7,.0,38.4,9.6,57.6,1988.3,720.4,1200.7,67.2
Milton Police Dept,WA,12,7127,11,0,0,4,7,312,74,206,32,154.3,.0,.0,56.1,98.2,4377.7,1038.3,2890.4,449.0
Moab Police Dept,WA,12,5170,12,0,2,0,10,212,25,170,17,232.1,.0,38.7,.0,193.4,4100.6,483.6,3288.2,328.8
Monroe Police Dept,WA,12,17665,55,1,2,5,47,471,98,339,34,311.4,5.7,11.3,28.3,266.1,2666.3,554.8,1919.0,192.5
Montesano Police Dept,WA,12,4001,2,0,0,1,1,74,8,64,2,50.0,.0,.0,25.0,25.0,1849.5,200.0,1599.6,50.0
Montgomery County Sheriff Office,WA,12,,35,0,6,1,28,479,146,311,22,,,,,,,,,
Monticello Police Dept,WA,12,2008,5,0,1,0,4,31,3,26,2,249.0,.0,49.8,.0,199.2,1543.8,149.4,1294.8,99.6
Montpelier Police Dept,WA,10,7863,10,0,4,2,4,140,14,125,1,,,,,,,,,
Morgan County Sheriff Office,WA,12,,2,0,1,0,1,44,7,35,2,,,,,,,,,
Moroni Police Dept,WA,12,1451,0,0,0,0,0,10,0,10,0,.0,.0,.0,.0,.0,689.2,.0,689.2,.0
Morristown Police Dept,WA,12,5273,10,0,0,0,10,83,9,70,4,189.6,.0,.0,.0,189.6,1574.1,170.7,1327.5,75.9
Morton Police Dept,WA,12,1143,4,0,0,0,4,11,0,10,1,350.0,.0,.0,.0,350.0,962.4,.0,874.9,87.5
Moses Lake Police Dept,WA,12,21063,94,1,11,27,55,1518,290,1120,108,446.3,4.7,52.2,128.2,261.1,7207.0,1376.8,5317.4,512.7
Mt Jackson Police Dept,WA,12,2031,1,0,0,0,1,22,7,14,1,49.2,.0,.0,.0,49.2,1083.2,344.7,689.3,49.2
Mount Pleasant Police Dept,WA,12,3323,7,0,0,4,3,64,14,48,2,210.7,.0,.0,120.4,90.3,1926.0,421.3,1444.5,60.2
Mount Vernon Police Dept,WA,12,32384,79,1,13,21,44,1552,315,1155,82,243.9,3.1,40.1,64.8,135.9,4792.5,972.7,3566.6,253.2
Mountlake Terrace City Police Dept,WA,12,20363,43,0,8,11,24,558,136,371,51,211.2,.0,39.3,54.0,117.9,2740.3,667.9,1821.9,250.5
Moxee Police Dept,WA,12,3394,3,1,1,0,1,16,1,13,2,88.4,29.5,29.5,.0,29.5,471.4,29.5,383.0,58.9
Mukilteo Police Dept,WA,12,20715,17,0,4,5,8,380,110,242,28,82.1,.0,19.3,24.1,38.6,1834.4,531.0,1168.2,135.2
Murray Police Dept,WA,12,48276,145,2,23,36,84,2348,362,1764,222,300.4,4.1,47.6,74.6,174.0,4863.7,749.9,3654.0,459.9
Napavine Police Dept,WA,11,1795,0,0,0,0,0,18,4,13,1,,,,,,,,,
Naples City Police Dept,WA,12,1811,1,0,1,0,0,52,8,39,5,55.2,.0,55.2,.0,.0,2871.3,441.7,2153.5,276.1
Narrows Police Dept,WA,12,2033,5,0,1,0,4,20,3,17,0,245.9,.0,49.2,.0,196.8,983.8,147.6,836.2,.0
Nelson County Sheriff Office,WA,12,,15,0,1,1,13,250,74,164,12,,,,,,,,,
Nephi Police Dept,WA,12,5509,5,0,2,0,3,118,17,97,4,90.8,.0,36.3,.0,54.5,2141.9,308.6,1760.8,72.6
New Kent County Sheriff Office,WA,12,,18,0,3,1,14,327,102,216,9,,,,,,,,,
New Market Police Dept,WA,12,2185,1,0,0,0,1,24,5,19,0,45.8,.0,.0,.0,45.8,1098.4,228.8,869.6,.0
Newcastle,WA,12,10692,8,0,3,2,3,301,108,175,18,74.8,.0,28.1,18.7,28.1,2815.2,1010.1,1636.7,168.4
Newport Police Dept,WA,12,4576,20,0,7,0,13,80,20,58,2,437.1,.0,153.0,.0,284.1,1748.3,437.1,1267.5,43.7
Newport News Police Dept,WA,12,181591,754,20,50,271,413,5722,1029,4431,262,415.2,11.0,27.5,149.2,227.4,3151.0,566.7,2440.1,144.3
Norfolk Police Dept,WA,12,245303,1332,34,75,491,732,11391,2261,8403,727,543.0,13.9,30.6,200.2,298.4,4643.6,921.7,3425.6,296.4
Normandy Park Police Dept,WA,12,6524,9,0,0,2,7,205,47,147,11,138.0,.0,.0,30.7,107.3,3142.2,720.4,2253.2,168.6
North Bend,WA,12,6005,14,0,3,1,10,225,52,162,11,233.1,.0,50.0,16.7,166.5,3746.9,865.9,2697.8,183.2
North Ogden Police Dept,WA,12,17838,7,0,4,1,2,286,64,211,11,39.2,.0,22.4,5.6,11.2,1603.3,358.8,1182.9,61.7
North Logan Police Dept,WA,12,12496,11,0,8,0,3,275,66,203,6,88.0,.0,64.0,.0,24.0,2200.7,528.2,1624.5,48.0
North Salt Lake Police Dept,WA,12,16831,24,0,9,4,11,477,58,383,36,142.6,.0,53.5,23.8,65.4,2834.1,344.6,2275.6,213.9
Northampton County Sheriff Office,WA,12,,12,0,2,4,6,165,57,97,11,,,,,,,,,
Northfield Police Dept,WA,12,6217,7,0,3,0,4,91,29,57,5,112.6,.0,48.3,.0,64.3,1463.7,466.5,916.8,80.4
Northumberland County Sheriff Department,WA,12,,11,1,2,0,8,56,7,47,2,,,,,,,,,
Norton Police Dept,WA,12,4099,4,0,0,0,4,215,10,202,3,97.6,.0,.0,.0,97.6,5245.2,244.0,4928.0,73.2
Norwich Police Dept,WA,12,3412,0,0,0,0,0,59,20,37,2,.0,.0,.0,.0,.0,1729.2,586.2,1084.4,58.6
Nottoway County Sheriff Office,WA,12,,4,0,0,0,4,111,20,88,3,,,,,,,,,
City Of Oak Harbor Police Dept,WA,12,22457,38,0,7,3,28,676,173,472,31,169.2,.0,31.2,13.4,124.7,3010.2,770.4,2101.8,138.0
Oakville Police Dept,WA,10,689,0,0,0,0,0,10,2,7,1,,,,,,,,,
Occoquan Police Dept,WA,12,986,0,0,0,0,0,1,0,1,0,.0,.0,.0,.0,.0,101.4,.0,101.4,.0
Ocean Shores Police Dept,WA,12,5603,7,0,1,1,5,203,100,101,2,124.9,.0,17.8,17.8,89.2,3623.1,1784.8,1802.6,35.7
Odessa Police Dept,WA,11,912,0,0,0,0,0,21,6,14,1,,,,,,,,,
Ogden Police Dept,WA,12,85083,353,2,25,96,230,4001,734,3051,216,414.9,2.4,29.4,112.8,270.3,4702.5,862.7,3585.9,253.9
Okanogan County Sheriff Office,WA,12,,43,0,6,3,34,418,173,207,38,,,,,,,,,
Olympia Police Dept,WA,12,47729,150,5,45,37,63,2085,468,1504,113,314.3,10.5,94.3,77.5,132.0,4368.4,980.5,3151.1,236.8
Omak City Police Dept,WA,12,4929,29,0,2,4,23,201,46,139,16,588.4,.0,40.6,81.2,466.6,4077.9,933.3,2820.0,324.6
Onancock Police Dept,WA,12,1284,2,0,2,0,0,16,3,13,0,155.8,.0,155.8,.0,.0,1246.1,233.6,1012.5,.0
Onley Police Dept,WA,12,524,0,0,0,0,0,4,0,4,0,.0,.0,.0,.0,.0,763.4,.0,763.4,.0
Orange County Sheriff Office,WA,12,,23,1,5,2,15,227,41,179,7,,,,,,,,,
Orange Police Dept,WA,12,4831,3,0,1,1,1,131,12,118,1,62.1,.0,20.7,20.7,20.7,2711.7,248.4,2442.6,20.7
Orem Police Dept,WA,12,91953,41,2,11,21,7,2168,203,1887,78,44.6,2.2,12.0,22.8,7.6,2357.7,220.8,2052.1,84.8
