"","location","City","State","B01001_001","B19013_001","B01001A_001","B01001B_001","B15002_003","B15002_004","B15002_005","B15002_006","B15002_007","B15002_008","B15002_009","B15002_010","B15002_011","B15002_012","B15002_013","B15002_014","B15002_015","B15002_016","B15002_017","B15002_018"
"6509","Palm Springs Unified, CA, USA","Palm Springs Unified","CA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6510","Las Vegas, NV, USA","Las Vegas","NV",584413,54174,411006,64496,2111,2348,6318,4296,5097,4149,5390,5239,54869,12296,33424,12050,26685,8770,3856,1870
"5225",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5226","El Cerrito, CA, USA","El Cerrito","CA",23482,83933,13683,1684,102,0,70,46,47,33,51,107,1016,229,1020,310,2599,1669,452,568
"5227",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5228",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5229","Livermore, CA, USA","Livermore","CA",79710,96322,62926,1466,109,119,490,196,381,190,140,536,5114,1527,4845,2631,6193,2197,492,1242
"6516","South Los Angeles, Los Angeles, CA, USA","South Los Angeles","CA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6517","Salinas, CA, USA","Salinas","CA",148780,50568,102123,2488,2086,2608,6214,1520,1792,1138,1322,1125,8875,2164,5098,2747,3489,857,355,237
"6518","Shafter, CA, USA","Shafter","CA",16709,38591,12810,104,257,291,438,261,217,128,342,146,1113,185,577,129,245,19,0,9
"5233",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5234","North San Jose, San Jose, CA, USA","North San Jose","CA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6521","Newark, NJ, USA","Newark","NJ",2401,54432,1179,55,9,22,44,57,4,22,33,39,241,27,107,18,128,11,0,0
"6522","Camarillo, CA, USA","Camarillo","CA",64340,84168,46967,921,138,87,249,274,147,144,268,322,3169,1131,3862,2035,5406,2369,814,413
"6523","Sunnyvale, CA, USA","Sunnyvale","CA",138436,93292,61676,2481,280,485,1156,507,350,467,445,718,5341,1460,5228,3056,14723,11189,981,2978
"5238",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5239","San Jose, CA, USA","San Jose","CA",939688,80764,447759,28485,6156,3837,11227,5520,5615,6028,5627,7425,57625,13298,43884,23334,67999,34718,5678,7535
"6526","Santa Rosa High, CA, USA","Santa Rosa High","CA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6527","San Diego, CA, USA","San Diego","CA",21495,89604,17704,1103,30,24,69,16,93,69,79,89,1133,413,1580,766,1685,834,273,214
"5242",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5243","Whittier Boulevard, CA, USA","Whittier Boulevard","CA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6530","South East, Sacramento, CA, USA","South East","CA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5245",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5246",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5247","Sebastopol, CA, USA","Sebastopol","CA",7359,60000,6533,54,15,2,37,0,4,48,34,46,436,189,497,214,525,135,160,43
"6534","Pocket, Sacramento, CA, USA","Pocket","CA",5675,28666,2149,853,86,41,116,70,149,103,72,101,457,122,98,40,68,18,0,0
"6535","Chico, CA, USA","Chico","CA",85605,41632,70227,1642,319,114,143,328,155,301,458,446,3929,2000,4394,2027,5306,1498,572,509
"6536","Pleasanton, CA, USA","Pleasanton","CA",69220,118713,47055,1733,178,120,32,68,178,37,135,189,2719,816,2746,1913,7209,3770,784,1186
"5251",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5252","North San Jose, San Jose, CA, USA","North San Jose","CA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6539","San Francisco Bay Area, CA, USA","San Francisco Bay Area","CA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5254",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5255","Garden Grove Freeway, CA, USA","Garden Grove Freeway","CA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6542","San Francisco, CA, USA","San Francisco","CA",797983,72947,408857,49260,5397,3421,7303,5805,4528,4301,3433,6245,45879,9877,37875,17059,97570,40568,15911,8783
"6543","Garden Highway, Sacramento, CA, USA","Garden Highway","CA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6544","Modesto, CA, USA","Modesto","CA",201886,49852,150589,7928,1386,1039,1942,1742,1351,1094,2510,1978,15950,4254,10321,3647,6914,2785,1257,300
"6545","Santa Clara Unified, CA, USA","Santa Clara Unified","CA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6546","Vacaville, CA, USA","Vacaville","CA",92217,73302,59732,10243,428,369,691,535,800,824,1228,739,8359,2752,7004,3739,4387,1489,605,125
"6547","Oakland, CA, USA","Oakland","CA",389397,51144,151984,109252,3608,2513,6326,3018,3487,2470,2643,3167,24599,4476,19458,6435,26261,11483,4061,3344
"6548","Hollywood, Los Angeles, CA, USA","Hollywood","CA",34564,52303,29169,633,195,73,5,19,20,68,131,137,2232,631,3014,887,6976,1728,1191,302
"6549","San Jose, CA, USA","San Jose","CA",939688,80764,447759,28485,6156,3837,11227,5520,5615,6028,5627,7425,57625,13298,43884,23334,67999,34718,5678,7535
"6550","Vallejo City Unified, CA, USA","Vallejo City Unified","CA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6551","North Highlands, CA, USA","North Highlands","CA",42888,41774,26590,6131,215,98,290,275,259,245,308,456,3359,691,2729,1349,1004,240,90,24
"6552","Modesto, CA, USA","Modesto","CA",201886,49852,150589,7928,1386,1039,1942,1742,1351,1094,2510,1978,15950,4254,10321,3647,6914,2785,1257,300
"6553","Visalia, CA, USA","Visalia","CA",121882,54019,98211,2755,1164,808,1048,535,608,851,1143,928,8309,2574,6723,3091,4554,1439,843,298
"5268",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5269","San Jose Unified, CA, USA","San Jose Unified","CA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6556","Sunnyvale, CA, USA","Sunnyvale","CA",138436,93292,61676,2481,280,485,1156,507,350,467,445,718,5341,1460,5228,3056,14723,11189,981,2978
"5271",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5272","San Francisco Bay Area, CA, USA","San Francisco Bay Area","CA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6559","Santa Ana, CA, USA","Santa Ana","CA",325517,54399,137049,3754,4451,4944,13103,4433,8386,2465,2920,3932,19779,3405,10641,4439,7819,1982,776,287
"6560","San Francisco, CA, USA","San Francisco","CA",797983,72947,408857,49260,5397,3421,7303,5805,4528,4301,3433,6245,45879,9877,37875,17059,97570,40568,15911,8783
"6561","Sacramento, CA, USA","Sacramento","CA",463537,50781,228608,64409,4244,1906,3687,3536,2167,3026,3365,4047,29974,9029,23290,10953,26639,8432,4310,2008
"6562","Castro Valley, CA, USA","Castro Valley","CA",60882,82370,38274,4119,199,153,204,275,99,214,186,350,4170,1212,3444,1527,4630,1910,474,440
"5277",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5278","San Jose, CA, USA","San Jose","CA",939688,80764,447759,28485,6156,3837,11227,5520,5615,6028,5627,7425,57625,13298,43884,23334,67999,34718,5678,7535
"6565","Monterey, CA, USA","Monterey","CA",27861,62720,21277,715,85,19,34,113,71,97,109,281,1079,503,1545,722,2646,1557,221,415
"6566","San Diego, CA, USA","San Diego","CA",21495,89604,17704,1103,30,24,69,16,93,69,79,89,1133,413,1580,766,1685,834,273,214
"5281",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5282","University of California, Berkeley, Berkeley, CA, USA","University of California","CA",6805,26053,2968,110,0,0,0,0,0,0,0,8,83,48,27,25,139,281,8,60
"5283",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5284","East 14th Street Business District, Oakland, CA, USA","East 14th Street Business District","CA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5285",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5286","South Bay, San Francisco, CA, USA","South Bay","CA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5287",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5288","Hanford Joint Union High, CA, USA","Hanford Joint Union High","CA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6575","Reno, NV, USA","Reno","NV",223558,49700,176883,7284,695,709,1407,1259,1763,1278,1957,1507,17532,4109,14000,4964,13043,4293,2166,1293
"6576","San Pablo Avenue, CA, USA","San Pablo Avenue","CA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5291",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5292","Mission Valley, San Diego, CA, USA","Mission Valley","CA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5293",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5294",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5295","Sunnyvale, CA, USA","Sunnyvale","CA",138436,93292,61676,2481,280,485,1156,507,350,467,445,718,5341,1460,5228,3056,14723,11189,981,2978
"5296",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5297","Reno, NV, USA","Reno","NV",223558,49700,176883,7284,695,709,1407,1259,1763,1278,1957,1507,17532,4109,14000,4964,13043,4293,2166,1293
"6585","Las Vegas, NV, USA","Las Vegas","NV",584413,54174,411006,64496,2111,2348,6318,4296,5097,4149,5390,5239,54869,12296,33424,12050,26685,8770,3856,1870
"5299",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5300","San Jose, CA, USA","San Jose","CA",939688,80764,447759,28485,6156,3837,11227,5520,5615,6028,5627,7425,57625,13298,43884,23334,67999,34718,5678,7535
"6588","Sacramento, CA, USA","Sacramento","CA",463537,50781,228608,64409,4244,1906,3687,3536,2167,3026,3365,4047,29974,9029,23290,10953,26639,8432,4310,2008
"6589","Elk Grove, CA, USA","Elk Grove","CA",146537,78564,64921,16330,724,578,698,336,264,376,535,929,7313,3112,7801,4985,9546,2560,834,526
"6590","Fresno, CA, USA","Fresno","CA",489922,43440,264601,36614,5248,3651,7508,4056,3400,3572,4714,4073,31355,7881,23548,9431,18205,4717,2650,1409
"6591","Geneva Avenue, San Francisco, CA, USA","Geneva Avenue","CA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5305",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5306","Petaluma Hill Road, CA, USA","Petaluma Hill Road","CA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6594","Watsonville, CA, USA","Watsonville","CA",50291,46073,35556,75,650,1459,2059,730,933,232,371,378,3188,693,1470,385,849,239,75,40
"6595","Walnut Creek, California, USA","Walnut Creek","California",64168,84722,51766,1507,140,18,197,72,29,104,52,158,1847,953,2924,1343,8067,3848,1583,1009
"6596","Sunnyvale, CA, USA","Sunnyvale","CA",138436,93292,61676,2481,280,485,1156,507,350,467,445,718,5341,1460,5228,3056,14723,11189,981,2978
"5310",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5311","San Jose, CA, USA","San Jose","CA",939688,80764,447759,28485,6156,3837,11227,5520,5615,6028,5627,7425,57625,13298,43884,23334,67999,34718,5678,7535
"5312",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5313","Campbell, IN, USA","Campbell","IN",728,24550,675,53,5,0,0,3,8,14,17,9,60,12,10,10,0,0,3,0
"5314",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5315","Stockton, CA, USA","Stockton","CA",289926,47365,132139,34665,3599,1813,4281,2328,1864,2231,3192,2527,20255,5523,13033,6459,8882,2260,1268,745
"6603","Elk Grove, CA, USA","Elk Grove","CA",146537,78564,64921,16330,724,578,698,336,264,376,535,929,7313,3112,7801,4985,9546,2560,834,526
"5317",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5318",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5319","North Hollywood, Los Angeles, CA, USA","North Hollywood","CA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6607","Downtown, Los Angeles, CA, USA","Downtown","CA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5321",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5322","Ontario Freeway, CA, USA","Ontario Freeway","CA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6611","Lathrop, CA, USA","Lathrop","CA",17488,64732,8989,1017,140,103,271,119,59,154,207,137,1359,390,946,375,663,50,49,13
"5324",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5325","Elk Grove, CA, USA","Elk Grove","CA",146537,78564,64921,16330,724,578,698,336,264,376,535,929,7313,3112,7801,4985,9546,2560,834,526
"6614","San Pablo Dam Road, CA, USA","San Pablo Dam Road","CA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6615","Oakland, CA, USA","Oakland","CA",389397,51144,151984,109252,3608,2513,6326,3018,3487,2470,2643,3167,24599,4476,19458,6435,26261,11483,4061,3344
"6616","Marysville, CA, USA","Marysville","CA",12248,37836,8710,698,63,51,117,99,50,161,361,146,1135,322,767,309,311,3,13,10
"6617","Pleasanton, CA, USA","Pleasanton","CA",69220,118713,47055,1733,178,120,32,68,178,37,135,189,2719,816,2746,1913,7209,3770,784,1186
"6618","Richmond, VA, USA","Richmond","VA",203165,39201,86686,102187,1149,794,1411,1856,1434,1947,2190,1128,15284,2510,8093,2311,12340,4548,2325,1084
"6619","Casa Grande, AZ, USA","Casa Grande","AZ",45787,44467,33962,2070,214,99,179,394,145,270,372,273,3678,1125,2528,1023,1798,478,161,72
"6620","Belmont, CA, USA","Belmont","CA",25568,100417,17038,639,26,14,69,109,36,12,40,82,1068,313,1531,489,2911,1454,310,476
"6621","Reno, NV, USA","Reno","NV",223558,49700,176883,7284,695,709,1407,1259,1763,1278,1957,1507,17532,4109,14000,4964,13043,4293,2166,1293
